U+015C	Ŝ	c5 9c	LATIN CAPITAL LETTER S WITH CIRCUMFLEX
U+015D	ŝ	c5 9d	LATIN SMALL LETTER S WITH CIRCUMFLEX
U+015E	Ş	c5 9e	LATIN CAPITAL LETTER S WITH CEDILLA
U+015F	ş	c5 9f	LATIN SMALL LETTER S WITH CEDILLA
U+0160	Š	c5 a0	LATIN CAPITAL LETTER S WITH CARON
U+0161	š	c5 a1	LATIN SMALL LETTER S WITH CARON
U+0162	Ţ	c5 a2	LATIN CAPITAL LETTER T WITH CEDILLA
U+0163	ţ	c5 a3	LATIN SMALL LETTER T WITH CEDILLA
U+0164	Ť	c5 a4	LATIN CAPITAL LETTER T WITH CARON
U+0165	ť	c5 a5	LATIN SMALL LETTER T WITH CARON
U+0168	Ũ	c5 a8	LATIN CAPITAL LETTER U WITH TILDE
U+0169	ũ	c5 a9	LATIN SMALL LETTER U WITH TILDE
U+016A	Ū	c5 aa	LATIN CAPITAL LETTER U WITH MACRON
U+016B	ū	c5 ab	LATIN SMALL LETTER U WITH MACRON
U+016C	Ŭ	c5 ac	LATIN CAPITAL LETTER U WITH BREVE
U+016D	ŭ	c5 ad	LATIN SMALL LETTER U WITH BREVE
U+016E	Ů	c5 ae	LATIN CAPITAL LETTER U WITH RING ABOVE
U+016F	ů	c5 af	LATIN SMALL LETTER U WITH RING ABOVE
U+0170	Ű	c5 b0	LATIN CAPITAL LETTER U WITH DOUBLE ACUTE
U+0171	ű	c5 b1	LATIN SMALL LETTER U WITH DOUBLE ACUTE
U+0172	Ų	c5 b2	LATIN CAPITAL LETTER U WITH OGONEK
U+0173	ų	c5 b3	LATIN SMALL LETTER U WITH OGONEK
U+0174	Ŵ	c5 b4	LATIN CAPITAL LETTER W WITH CIRCUMFLEX
U+0175	ŵ	c5 b5	LATIN SMALL LETTER W WITH CIRCUMFLEX
U+0176	Ŷ	c5 b6	LATIN CAPITAL LETTER Y WITH CIRCUMFLEX
U+0177	ŷ	c5 b7	LATIN SMALL LETTER Y WITH CIRCUMFLEX
U+0178	Ÿ	c5 b8	LATIN CAPITAL LETTER Y WITH DIAERESIS
U+0179	Ź	c5 b9	LATIN CAPITAL LETTER Z WITH ACUTE
U+017A	ź	c5 ba	LATIN SMALL LETTER Z WITH ACUTE
U+017B	Ż	c5 bb	LATIN CAPITAL LETTER Z WITH DOT ABOVE
U+017C	ż	c5 bc	LATIN SMALL LETTER Z WITH DOT ABOVE
U+017D	Ž	c5 bd	LATIN CAPITAL LETTER Z WITH CARON
U+017E	ž	c5 be	LATIN SMALL LETTER Z WITH CARON
U+01CD	Ǎ	c7 8d	LATIN CAPITAL LETTER A WITH CARON
U+01CE	ǎ	c7 8e	LATIN SMALL LETTER A WITH CARON
U+01CF	Ǐ	c7 8f	LATIN CAPITAL LETTER I WITH CARON
U+01D0	ǐ	c7 90	LATIN SMALL LETTER I WITH CARON
U+01D1	Ǒ	c7 91	LATIN CAPITAL LETTER O WITH CARON
U+01D2	ǒ	c7 92	LATIN SMALL LETTER O WITH CARON
U+01D3	Ǔ	c7 93	LATIN CAPITAL LETTER U WITH CARON
U+01D4	ǔ	c7 94	LATIN SMALL LETTER U WITH CARON
U+01D5	Ǖ	c7 95	LATIN CAPITAL LETTER U WITH DIAERESIS AND MACRON
U+01D6	ǖ	c7 96	LATIN SMALL LETTER U WITH DIAERESIS AND MACRON
U+01D7	Ǘ	c7 97	LATIN CAPITAL LETTER U WITH DIAERESIS AND ACUTE
U+01D8	ǘ	c7 98	LATIN SMALL LETTER U WITH DIAERESIS AND ACUTE
U+01D9	Ǚ	c7 99	LATIN CAPITAL LETTER U WITH DIAERESIS AND CARON
U+01DA	ǚ	c7 9a	LATIN SMALL LETTER U WITH DIAERESIS AND CARON
U+01DB	Ǜ	c7 9b	LATIN CAPITAL LETTER U WITH DIAERESIS AND GRAVE
U+01DC	ǜ	c7 9c	LATIN SMALL LETTER U WITH DIAERESIS AND GRAVE
U+01DE	Ǟ	c7 9e	LATIN CAPITAL LETTER A WITH DIAERESIS AND MACRON
U+01DF	ǟ	c7 9f	LATIN SMALL LETTER A WITH DIAERESIS AND MACRON
U+01E0	Ǡ	c7 a0	LATIN CAPITAL LETTER A WITH DOT ABOVE AND MACRON
U+01E1	ǡ	c7 a1	LATIN SMALL LETTER A WITH DOT ABOVE AND MACRON
U+01E2	Ǣ	c7 a2	LATIN CAPITAL LETTER AE WITH MACRON
U+01E3	ǣ	c7 a3	LATIN SMALL LETTER AE WITH MACRON
U+01E6	Ǧ	c7 a6	LATIN CAPITAL LETTER G WITH CARON
U+01E7	ǧ	c7 a7	LATIN SMALL LETTER G WITH CARON
U+01E8	Ǩ	c7 a8	LATIN CAPITAL LETTER K WITH CARON
U+01E9	ǩ	c7 a9	LATIN SMALL LETTER K WITH CARON
U+01EA	Ǫ	c7 aa	LATIN CAPITAL LETTER O WITH OGONEK
U+01EB	ǫ	c7 ab	LATIN SMALL LETTER O WITH OGONEK
U+01EC	Ǭ	c7 ac	LATIN CAPITAL LETTER O WITH OGONEK AND MACRON
U+01ED	ǭ	c7 ad	LATIN SMALL LETTER O WITH OGONEK AND MACRON
U+01EE	Ǯ	c7 ae	LATIN CAPITAL LETTER EZH WITH CARON
U+01EF	ǯ	c7 af	LATIN SMALL LETTER EZH WITH CARON
U+01F0	ǰ	c7 b0	LATIN SMALL LETTER J WITH CARON
U+01F4	Ǵ	c7 b4	LATIN CAPITAL LETTER G WITH ACUTE
U+01F5	ǵ	c7 b5	LATIN SMALL LETTER G WITH ACUTE
U+01F8	Ǹ	c7 b8	LATIN CAPITAL LETTER N WITH GRAVE
U+01F9	ǹ	c7 b9	LATIN SMALL LETTER N WITH GRAVE
U+01FA	Ǻ	c7 ba	LATIN CAPITAL LETTER A WITH RING ABOVE AND ACUTE
U+01FB	ǻ	c7 bb	LATIN SMALL LETTER A WITH RING ABOVE AND ACUTE
U+01FC	Ǽ	c7 bc	LATIN CAPITAL LETTER AE WITH ACUTE
U+01FD	ǽ	c7 bd	LATIN SMALL LETTER AE WITH ACUTE
U+0200	Ȁ	c8 80	LATIN CAPITAL LETTER A WITH DOUBLE GRAVE
U+0201	ȁ	c8 81	LATIN SMALL LETTER A WITH DOUBLE GRAVE
U+0202	Ȃ	c8 82	LATIN CAPITAL LETTER A WITH INVERTED BREVE
U+0203	ȃ	c8 83	LATIN SMALL LETTER A WITH INVERTED BREVE
U+0204	Ȅ	c8 84	LATIN CAPITAL LETTER E WITH DOUBLE GRAVE
U+0205	ȅ	c8 85	LATIN SMALL LETTER E WITH DOUBLE GRAVE
U+0206	Ȇ	c8 86	LATIN CAPITAL LETTER E WITH INVERTED BREVE
U+0207	ȇ	c8 87	LATIN SMALL LETTER E WITH INVERTED BREVE
U+0208	Ȉ	c8 88	LATIN CAPITAL LETTER I WITH DOUBLE GRAVE
U+0209	ȉ	c8 89	LATIN SMALL LETTER I WITH DOUBLE GRAVE
U+020A	Ȋ	c8 8a	LATIN CAPITAL LETTER I WITH INVERTED BREVE
U+020B	ȋ	c8 8b	LATIN SMALL LETTER I WITH INVERTED BREVE
U+020C	Ȍ	c8 8c	LATIN CAPITAL LETTER O WITH DOUBLE GRAVE
U+020D	ȍ	c8 8d	LATIN SMALL LETTER O WITH DOUBLE GRAVE
U+020E	Ȏ	c8 8e	LATIN CAPITAL LETTER O WITH INVERTED BREVE
U+020F	ȏ	c8 8f	LATIN SMALL LETTER O WITH INVERTED BREVE
U+0210	Ȑ	c8 90	LATIN CAPITAL LETTER R WITH DOUBLE GRAVE
U+0211	ȑ	c8 91	LATIN SMALL LETTER R WITH DOUBLE GRAVE
U+0212	Ȓ	c8 92	LATIN CAPITAL LETTER R WITH INVERTED BREVE
U+0213	ȓ	c8 93	LATIN SMALL LETTER R WITH INVERTED BREVE
U+0214	Ȕ	c8 94	LATIN CAPITAL LETTER U WITH DOUBLE GRAVE
U+0215	ȕ	c8 95	LATIN SMALL LETTER U WITH DOUBLE GRAVE
U+0216	Ȗ	c8 96	LATIN CAPITAL LETTER U WITH INVERTED BREVE
U+0217	ȗ	c8 97	LATIN SMALL LETTER U WITH INVERTED BREVE
U+0218	Ș	c8 98	LATIN CAPITAL LETTER S WITH COMMA BELOW
U+0219	ș	c8 99	LATIN SMALL LETTER S WITH COMMA BELOW
U+021A	Ț	c8 9a	LATIN CAPITAL LETTER T WITH COMMA BELOW
U+021B	ț	c8 9b	LATIN SMALL LETTER T WITH COMMA BELOW
U+021E	Ȟ	c8 9e	LATIN CAPITAL LETTER H WITH CARON
U+021F	ȟ	c8 9f	LATIN SMALL LETTER H WITH CARON
U+0224	Ȥ	c8 a4	LATIN CAPITAL LETTER Z WITH HOOK
U+0225	ȥ	c8 a5	LATIN SMALL LETTER Z WITH HOOK
U+0226	Ȧ	c8 a6	LATIN CAPITAL LETTER A WITH DOT ABOVE
U+0227	ȧ	c8 a7	LATIN SMALL LETTER A WITH DOT ABOVE
U+0228	Ȩ	c8 a8	LATIN CAPITAL LETTER E WITH CEDILLA
U+0229	ȩ	c8 a9	LATIN SMALL LETTER E WITH CEDILLA
U+022A	Ȫ	c8 aa	LATIN CAPITAL LETTER O WITH DIAERESIS AND MACRON
U+022B	ȫ	c8 ab	LATIN SMALL LETTER O WITH DIAERESIS AND MACRON
U+022C	Ȭ	c8 ac	LATIN CAPITAL LETTER O WITH TILDE AND MACRON
U+022D	ȭ	c8 ad	LATIN SMALL LETTER O WITH TILDE AND MACRON
U+022E	Ȯ	c8 ae	LATIN CAPITAL LETTER O WITH DOT ABOVE
U+022F	ȯ	c8 af	LATIN SMALL LETTER O WITH DOT ABOVE
U+0230	Ȱ	c8 b0	LATIN CAPITAL LETTER O WITH DOT ABOVE AND MACRON
U+0231	ȱ	c8 b1	LATIN SMALL LETTER O WITH DOT ABOVE AND MACRON
U+0232	Ȳ	c8 b2	LATIN CAPITAL LETTER Y WITH MACRON
U+0233	ȳ	c8 b3	LATIN SMALL LETTER Y WITH MACRON
U+026B	ɫ	c9 ab	LATIN SMALL LETTER L WITH MIDDLE TILDE
U+0282	ʂ	ca 82	LATIN SMALL LETTER S WITH HOOK
U+028B	ʋ	ca 8b	LATIN SMALL LETTER V WITH HOOK
U+0290	ʐ	ca 90	LATIN SMALL LETTER Z WITH RETROFLEX HOOK
U+029D	ʝ	ca 9d	LATIN SMALL LETTER J WITH CROSSED-TAIL
U+02A0	ʠ	ca a0	LATIN SMALL LETTER Q WITH HOOK
U+01C4	Ǆ	c7 84	LATIN CAPITAL LETTER DZ WITH CARON
U+01C5	ǅ	c7 85	LATIN CAPITAL LETTER D WITH SMALL LETTER Z WITH CARON
U+01C6	ǆ	c7 86	LATIN SMALL LETTER DZ WITH CARON
U+01C8	ǈ	c7 88	LATIN CAPITAL LETTER L WITH SMALL LETTER J
U+01CB	ǋ	c7 8b	LATIN CAPITAL LETTER N WITH SMALL LETTER J
U+0181	Ɓ	c6 81	LATIN CAPITAL LETTER B WITH HOOK
U+0187	Ƈ	c6 87	LATIN CAPITAL LETTER C WITH HOOK
U+0188	ƈ	c6 88	LATIN SMALL LETTER C WITH HOOK
U+018A	Ɗ	c6 8a	LATIN CAPITAL LETTER D WITH HOOK
U+0191	Ƒ	c6 91	LATIN CAPITAL LETTER F WITH HOOK
U+0192	ƒ	c6 92	LATIN SMALL LETTER F WITH HOOK
U+0193	Ɠ	c6 93	LATIN CAPITAL LETTER G WITH HOOK
U+0198	Ƙ	c6 98	LATIN CAPITAL LETTER K WITH HOOK
U+0199	ƙ	c6 99	LATIN SMALL LETTER K WITH HOOK
U+019D	Ɲ	c6 9d	LATIN CAPITAL LETTER N WITH LEFT HOOK
U+019F	Ɵ	c6 9f	LATIN CAPITAL LETTER O WITH MIDDLE TILDE
U+01A0	Ơ	c6 a0	LATIN CAPITAL LETTER O WITH HORN
U+01A1	ơ	c6 a1	LATIN SMALL LETTER O WITH HORN
U+01A4	Ƥ	c6 a4	LATIN CAPITAL LETTER P WITH HOOK
U+01A5	ƥ	c6 a5	LATIN SMALL LETTER P WITH HOOK
U+01AB	ƫ	c6 ab	LATIN SMALL LETTER T WITH PALATAL HOOK
U+01AC	Ƭ	c6 ac	LATIN CAPITAL LETTER T WITH HOOK
U+01AD	ƭ	c6 ad	LATIN SMALL LETTER T WITH HOOK
U+01AE	Ʈ	c6 ae	LATIN CAPITAL LETTER T WITH RETROFLEX HOOK
U+01AF	Ư	c6 af	LATIN CAPITAL LETTER U WITH HORN
U+01B0	ư	c6 b0	LATIN SMALL LETTER U WITH HORN
U+01B2	Ʋ	c6 b2	LATIN CAPITAL LETTER V WITH HOOK
U+01B3	Ƴ	c6 b3	LATIN CAPITAL LETTER Y WITH HOOK
U+01B4	ƴ	c6 b4	LATIN SMALL LETTER Y WITH HOOK
U+01F2	ǲ	c7 b2	LATIN CAPITAL LETTER D WITH SMALL LETTER Z
U+00D8	Ø	c3 98	LATIN CAPITAL LETTER O WITH STROKE
U+00F8	ø	c3 b8	LATIN SMALL LETTER O WITH STROKE
U+0110	Đ	c4 90	LATIN CAPITAL LETTER D WITH STROKE
U+0111	đ	c4 91	LATIN SMALL LETTER D WITH STROKE
U+0126	Ħ	c4 a6	LATIN CAPITAL LETTER H WITH STROKE
U+0127	ħ	c4 a7	LATIN SMALL LETTER H WITH STROKE
U+0141	Ł	c5 81	LATIN CAPITAL LETTER L WITH STROKE
U+0142	ł	c5 82	LATIN SMALL LETTER L WITH STROKE
U+0166	Ŧ	c5 a6	LATIN CAPITAL LETTER T WITH STROKE
U+0167	ŧ	c5 a7	LATIN SMALL LETTER T WITH STROKE
U+01E4	Ǥ	c7 a4	LATIN CAPITAL LETTER G WITH STROKE
U+01E5	ǥ	c7 a5	LATIN SMALL LETTER G WITH STROKE
U+01FE	Ǿ	c7 be	LATIN CAPITAL LETTER O WITH STROKE AND ACUTE
U+01FF	ǿ	c7 bf	LATIN SMALL LETTER O WITH STROKE AND ACUTE
U+023A	Ⱥ	c8 ba	LATIN CAPITAL LETTER A WITH STROKE
U+023B	Ȼ	c8 bb	LATIN CAPITAL LETTER C WITH STROKE
U+023C	ȼ	c8 bc	LATIN SMALL LETTER C WITH STROKE
U+023E	Ⱦ	c8 be	LATIN CAPITAL LETTER T WITH DIAGONAL STROKE
U+0243	Ƀ	c9 83	LATIN CAPITAL LETTER B WITH STROKE
U+0246	Ɇ	c9 86	LATIN CAPITAL LETTER E WITH STROKE
U+0247	ɇ	c9 87	LATIN SMALL LETTER E WITH STROKE
U+0248	Ɉ	c9 88	LATIN CAPITAL LETTER J WITH STROKE
U+0249	ɉ	c9 89	LATIN SMALL LETTER J WITH STROKE
U+024C	Ɍ	c9 8c	LATIN CAPITAL LETTER R WITH STROKE
U+024D	ɍ	c9 8d	LATIN SMALL LETTER R WITH STROKE
U+024E	Ɏ	c9 8e	LATIN CAPITAL LETTER Y WITH STROKE
U+024F	ɏ	c9 8f	LATIN SMALL LETTER Y WITH STROKE
U+0268	ɨ	c9 a8	LATIN SMALL LETTER I WITH STROKE
U+0180	ƀ	c6 80	LATIN SMALL LETTER B WITH STROKE
U+0197	Ɨ	c6 97	LATIN CAPITAL LETTER I WITH STROKE
U+019B	ƛ	c6 9b	LATIN SMALL LETTER LAMBDA WITH STROKE
U+01B5	Ƶ	c6 b5	LATIN CAPITAL LETTER Z WITH STROKE
U+01B6	ƶ	c6 b6	LATIN SMALL LETTER Z WITH STROKE
U+013F	Ŀ	c4 bf	LATIN CAPITAL LETTER L WITH MIDDLE DOT
U+0140	ŀ	c5 80	LATIN SMALL LETTER L WITH MIDDLE DOT
U+023D	Ƚ	c8 bd	LATIN CAPITAL LETTER L WITH BAR
U+023F	ȿ	c8 bf	LATIN SMALL LETTER S WITH SWASH TAIL
U+0240	ɀ	c9 80	LATIN SMALL LETTER Z WITH SWASH TAIL
U+0256	ɖ	c9 96	LATIN SMALL LETTER D WITH TAIL
U+026C	ɬ	c9 ac	LATIN SMALL LETTER L WITH BELT
U+026D	ɭ	c9 ad	LATIN SMALL LETTER L WITH RETROFLEX HOOK
U+0271	ɱ	c9 b1	LATIN SMALL LETTER M WITH HOOK
U+0272	ɲ	c9 b2	LATIN SMALL LETTER N WITH LEFT HOOK
U+0273	ɳ	c9 b3	LATIN SMALL LETTER N WITH RETROFLEX HOOK
U+027E	ɾ	c9 be	LATIN SMALL LETTER R WITH FISHHOOK
U+0288	ʈ	ca 88	LATIN SMALL LETTER T WITH RETROFLEX HOOK
U+0291	ʑ	ca 91	LATIN SMALL LETTER Z WITH CURL
U+0293	ʓ	ca 93	LATIN SMALL LETTER EZH WITH CURL
U+02A5	ʥ	ca a5	LATIN SMALL LETTER DZ DIGRAPH WITH CURL
U+0182	Ƃ	c6 82	LATIN CAPITAL LETTER B WITH TOPBAR
U+0183	ƃ	c6 83	LATIN SMALL LETTER B WITH TOPBAR
U+018B	Ƌ	c6 8b	LATIN CAPITAL LETTER D WITH TOPBAR
U+018C	ƌ	c6 8c	LATIN SMALL LETTER D WITH TOPBAR
U+019A	ƚ	c6 9a	LATIN SMALL LETTER L WITH BAR
U+019E	ƞ	c6 9e	LATIN SMALL LETTER N WITH LONG RIGHT LEG
U+01BA	ƺ	c6 ba	LATIN SMALL LETTER EZH WITH TAIL
U+0253	ɓ	c9 93	LATIN SMALL LETTER B WITH HOOK
U+0257	ɗ	c9 97	LATIN SMALL LETTER D WITH HOOK
U+025A	ɚ	c9 9a	LATIN SMALL LETTER SCHWA WITH HOOK
U+0260	ɠ	c9 a0	LATIN SMALL LETTER G WITH HOOK
U+0266	ɦ	c9 a6	LATIN SMALL LETTER H WITH HOOK
